探索深度,思考時間,探索ノード数,探索速度,カット数,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
D3C5D6E3B4C2D2C7B2C1
8,0.17,613133,3606664.71,140226,14623,708,26597,-13.83,F4
8,0.19,635766,3363841.27,163925,16862,1064,25950,12.11,C3
10,2.55,8351825,3279083.24,2104490,213271,16197,372328,-10.51,F4
10,2.01,6284438,3120376.37,1626375,174153,14911,275561,8.42,C3
12,22.89,69994127,3058381.85,19084190,1958553,169065,3507719,-7.68,F4
12,20.15,60285183,2991375.13,15677477,1648715,159236,2901556,7.34,G3

E6F6F5D6C4G4G7B3F4G3
8,0.24,920178,3834075.00,166394,16315,938,43540,-9.59,C5
8,0.20,702846,3604338.46,201456,17334,1585,27080,10.52,C6
10,2.45,8647159,3530893.83,1581110,174585,11848,463934,-7.81,C5
10,2.06,6663685,3230094.52,2075169,189578,18539,282265,7.47,C6
12,28.19,95356256,3382147.12,17381473,1910560,153696,5543777,-7.49,F3
12,31.05,91248409,2939230.44,31751135,2827403,322235,4403889,8.03,G5

E6F6C4E7E8C3C2C5C6B2
8,0.07,254648,3637828.57,68181,7289,597,11598,16.96,D3
8,0.16,541080,3446369.43,135092,13526,779,23434,-17.52,D6
10,0.65,2059158,3167935.38,584541,65302,5065,98688,13.49,D3
10,2.12,7029288,3314138.61,1720900,174065,13791,322545,-15.50,E3
12,7.52,22962917,3054391.73,6426343,708219,61383,1135843,14.34,D3
12,22.08,69904828,3165406.09,17418130,1734131,165436,3444115,-14.50,E3

E6F4F3D6G4F6E7F8G7F7
8,0.14,466068,3377304.35,176203,18280,887,23842,-24.11,C3
8,0.13,493612,3797015.38,71964,10200,588,29441,22.51,F5
10,1.47,4384292,2984541.87,1811269,196584,13392,230382,-23.35,C5
10,3.64,12472115,3423583.58,2219915,288170,24848,772063,21.81,C4
12,13.61,37573596,2760126.06,16499681,1741182,158798,2017334,-23.45,C5
12,35.65,115586114,3241974.42,20217388,2647375,255984,8076677,21.69,C4

E6F4G3D6C7F5E3F2C3E7
8,0.09,289749,3292602.27,89807,9086,310,12293,-5.27,F6
8,0.22,752228,3450587.16,168088,18320,1246,34058,4.31,D3
10,0.91,2728428,3011509.93,915398,94220,4626,124660,-5.80,F6
10,2.20,6815680,3095222.52,1536628,180279,15190,354072,2.86,D3
12,9.61,26493910,2758058.51,9439092,979782,72994,1313823,-5.52,F6
12,21.62,62671929,2898660.05,13763999,1670344,144278,3708363,2.71,D3

E6F6D3E3G6G7F5G5H7F4
8,0.20,662747,3381362.24,177322,20320,997,35866,17.08,F3
8,0.20,703839,3450191.18,165079,18519,1069,39760,-15.80,D6
10,2.18,6603819,3026498.17,1904263,232811,16627,393904,17.82,H8
10,1.83,5539139,3023547.49,1459148,185690,14853,348398,-14.75,D6
12,20.45,57473454,2811125.17,17252053,2108828,191420,3705256,17.96,E2
12,15.06,44360356,2945183.64,10282662,1342827,139440,2956735,-15.74,D6

F5F6D3C5B5F4G4F3G7C2
8,0.13,458897,3557341.09,122038,12241,668,21824,-28.28,E6
8,0.23,838421,3726315.56,155320,16341,1377,41084,27.46,G6
10,1.40,4381510,3125185.45,1293236,132249,8107,217525,-24.56,E6
10,2.35,7923161,3374429.73,1517440,168829,14445,419064,23.45,C4
12,17.57,51304699,2919684.67,15798976,1540031,118627,2684258,-24.23,E6
12,27.80,88586206,3186783.44,16938570,1872599,171326,5085798,23.23,C4

E6F4F3D6F5E7C5G4C3G2
8,0.21,823336,3865427.23,144449,15453,1006,37345,27.82,C7
8,0.09,368483,3962182.80,88659,8224,421,15606,-29.47,B5
10,2.64,9356181,3546694.84,1607893,179805,15578,445769,25.13,E3
10,1.72,5672100,3301571.59,1573953,145816,7741,231032,-24.02,C4
12,28.56,95795203,3353704.07,16806800,1852026,176518,5007761,25.81,C7
12,12.41,40029710,3226381.08,11496412,1052507,79601,1807261,-27.24,C6

F5F4C3D6G4B2E6G3C6E7
8,0.18,672641,3716248.62,138905,14444,1047,29274,23.04,F3
8,0.29,1105464,3760081.63,252655,22522,1248,43546,-24.37,H4
10,2.17,7518152,3461395.95,1544684,167491,13753,357771,21.16,F3
10,2.78,9220591,3317952.86,2365426,227572,15339,407273,-22.74,C5
12,21.15,69891263,3304082.78,14494587,1569830,132952,3609155,22.32,F6
12,18.57,57256742,3082960.48,17338555,1645945,133407,2734336,-22.57,C5

F5F4C3F6G4F3G3H3F7E6
8,0.13,425306,3402448.00,126727,13504,758,19632,-6.53,D6
8,0.08,250993,3302539.47,53534,6939,316,12571,4.22,D3
10,1.10,3288638,2976142.99,1109164,124246,8518,159510,-6.29,D6
10,0.81,2503139,3078891.76,528351,70817,4505,139300,6.27,F8
12,9.41,25523893,2712422.21,9498674,1067515,82102,1299662,-6.76,D6
12,6.72,19161085,2851351.93,4040247,579710,41321,1213841,5.67,F8

