探索深度,思考時間,探索ノード数,探索速度,カット数,ハッシュ記録数,ハッシュヒット数,2ndハッシュ記録数,2ndハッシュヒット数,ハッシュ衝突数,pvハッシュ記録数,pvハッシュヒット数,pv2ndハッシュ記録数,pv2ndハッシュヒット数,pvハッシュ衝突数,推定CPUスコア,着手位置
C4C5D6E7E6F5B6B5G6B3
12,0.78,6101465,7792420.18,3136,59728,11465,0,159,122,195,30,0,0,0,-0.76,F6
12,1.21,9455103,7840052.24,2119,88417,8135,0,162,368,121,29,0,0,0,-3.93,D3
12,1.55,11849328,7664507.12,151,160114,28122,0,770,2310,200,48,0,0,0,-0.11,C3
12,1.62,12718306,7836294.52,655,184639,25126,0,879,3484,161,46,0,0,0,-3.32,F4
12,2.42,18494077,7639023.96,450,297996,53822,0,3831,14279,230,68,0,0,0,0.21,C6
12,1.82,14139337,7777413.09,2663,296371,43766,0,3907,13772,380,76,0,2,1,-2.09,B4
12,1.69,12943968,7641067.30,1415,396954,72075,0,7837,33661,312,83,0,5,1,0.26,A4
12,1.66,12919487,7796914.30,627,398246,64531,0,8527,33559,403,89,0,7,1,-2.89,C7
12,2.60,20139434,7745936.15,4897,547945,102563,0,19842,89355,670,125,0,6,13,0.09,A5
12,1.64,12772337,7769061.44,5144,483415,85798,0,16492,60282,781,129,0,13,19,-2.36,A3
12,1.26,9587043,7596706.02,339,609391,115586,0,25838,126834,694,148,0,7,15,0.44,A2
12,1.28,10089426,7894699.53,1386,543635,98993,0,22022,87501,864,158,0,17,29,0.61,D2
12,1.93,14891408,7731779.85,157,701048,136864,0,37331,207086,700,165,0,8,15,-0.84,C8
12,1.34,10566551,7867871.18,1912,606800,119878,0,32561,125332,1020,192,0,23,36,2.36,F7
12,1.78,13580531,7629511.80,4048,774501,152779,0,48157,300350,971,192,0,15,25,-0.35,D7
12,0.59,4554033,7744954.08,4263,632386,126088,0,35888,143944,1221,210,0,26,60,4.39,D8

E6F6G6F4F3F2C4C3G2E3
12,1.22,9804518,8016776.78,4241,57754,10237,0,155,136,277,25,0,1,3,-26.33,F5
12,3.66,28545321,7792880.43,5590,159310,23895,0,1149,2242,390,34,0,1,3,25.89,G4
12,1.37,10877288,7933835.16,3578,129894,27695,0,1055,1304,473,49,0,1,6,-24.57,D3
12,4.40,33850391,7691522.61,5428,342014,66952,0,8336,21700,789,55,0,2,13,24.85,D2
12,1.20,9704553,8066960.10,313,202100,38241,0,2065,4624,496,65,0,3,6,-26.39,H3
12,1.33,10071856,7544461.42,1449,402360,79995,0,12067,35104,916,74,0,10,21,25.59,G3
12,0.43,3428347,7935988.43,3908,229263,45821,0,3419,6556,697,92,0,10,14,-23.88,F1
12,0.94,7124525,7547166.31,586,448847,87274,0,14675,48365,950,87,0,21,23,24.93,E1
12,0.71,5625170,7933949.22,2510,272320,58396,0,6243,10790,867,126,0,11,20,-25.86,E2
