探索深度,思考時間,探索ノード数,探索速度,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
E3F5G6F3F4D3
4,0.01,10247,1280875.00,419,14,0,3.00,C6
4,0.01,9167,1309571.43,342,9,0,24.00,F6
6,0.19,212607,1118984.21,9710,527,3,9.00,F2
6,0.15,169809,1139657.72,7170,422,1,20.00,G3
8,3.67,3942571,1073392.59,183145,12807,1037,15.00,F2
8,3.19,3531373,1108751.33,156423,11269,732,20.00,G3

C5C4E3F4D3C2
4,0.01,7028,1405600.00,329,3,0,21.00,C3
4,0.01,7416,1236000.00,289,4,0,20.00,C6
6,0.14,156162,1123467.63,7742,395,2,17.00,G4
6,0.08,87592,1094900.00,4167,152,0,26.00,H4
8,2.79,3107530,1113410.96,152692,10037,734,14.00,B4
8,2.90,3046952,1052124.31,142806,8787,613,22.00,A4

F4F5E6D3E3F2
4,0.01,14303,1300272.73,501,21,0,27.00,C6
4,0.01,13152,1195636.36,443,17,0,-1.00,C5
6,0.29,338996,1177069.44,14205,1132,3,30.00,C6
6,0.22,237555,1065269.06,9619,488,1,2.00,C5
8,5.74,6348510,1106204.91,285815,21302,2500,33.00,C6
8,4.37,4554470,1043167.66,203615,11717,1306,-0.00,E7

F4F5G6G3C6C4
4,0.00,2192,2192000.00,107,0,0,35.00,D3
4,0.01,6003,1200600.00,245,4,0,2.00,E3
6,0.04,39554,1130114.29,2042,45,0,29.00,F3
6,0.12,139459,1171924.37,5907,423,2,-1.00,E3
8,0.64,676841,1054269.47,34752,1552,34,33.00,F3
8,2.48,2680833,1079240.34,122795,8801,489,-0.00,E3

C5C6C7E6D6B8
4,0.01,6643,1107166.67,298,3,0,62.00,F6
4,0.00,4759,1586333.33,193,1,0,-18.00,C4
6,0.10,110413,1082480.39,5961,287,0,61.00,F6
6,0.08,84884,1074481.01,4336,221,2,-11.00,C4
8,1.65,1722745,1044721.04,96908,6026,276,57.00,F3
8,1.98,2134285,1079011.63,111876,7983,389,-18.00,C4

C5E6F3C4E7G2B3B4D3D6F5G5B6F4G4E2
4,0.04,48581,1184902.44,909,66,0,66.00,D1
4,0.04,46735,1038555.56,1016,131,0,-31.00,F8
6,1.16,1342160,1156037.90,29724,3116,33,74.00,A4
6,1.12,1099383,979842.25,31958,4121,39,-40.00,E3
8,24.84,27978004,1126237.98,720018,86815,16226,78.00,A4
8,23.44,22550101,962199.22,733346,90938,16912,-44.00,E3

F4D3C4B5D2D1C5D6B4F5E6A3E3G5A6F6
4,0.03,32656,1126068.97,988,36,0,20.00,C6
4,0.01,6446,1074333.33,220,2,0,22.00,A5
6,0.69,737558,1073592.43,28283,2258,32,20.00,C2
6,0.31,329896,1053980.83,12392,933,1,23.00,A5
8,14.55,15697536,1078942.61,662730,69696,13622,26.00,B6
8,4.91,4866448,991331.84,205966,15493,1277,18.00,A5

D6C4F3F4C3C6B6C2B4D3F5B7B2B5B8A6
4,0.00,4109,1027250.00,193,12,0,-90.00,E3
4,0.01,18204,1300285.71,646,26,0,144.00,G6
6,0.10,91553,924777.78,4334,304,0,-97.00,C1
6,0.31,373306,1212032.47,13241,1256,5,144.00,A8
8,2.27,2082019,915173.19,94856,9907,275,-105.00,C1
8,7.95,9290991,1168384.18,341351,39226,3681,154.00,B3

F4D3C6F5D2B7G6D1C2B2B1G5B3G4D6A2
4,0.01,6198,1239600.00,302,12,0,132.00,A8
4,0.01,8929,1275571.43,331,18,0,-105.00,C3
6,0.14,143355,1009542.25,6880,587,1,145.00,A8
6,0.16,174872,1099823.90,7531,499,2,-114.00,C4
8,2.88,2903546,1008175.69,139413,12216,571,153.00,A8
8,3.17,3329460,1050302.84,145242,12136,664,-119.00,C5

D6E6F5C6D3G5B7D2G6E3C2G7C5F4D1A8
4,0.02,21623,1029666.67,542,23,0,-11.00,H6
4,0.02,21913,1153315.79,621,67,0,45.00,G3
6,0.50,534260,1068520.00,17346,1714,12,6.00,H6
6,0.48,495787,1035045.93,17664,1746,18,32.00,H5
8,11.16,11606575,1040202.10,431883,45919,5824,15.00,H6
8,9.45,9533400,1009359.45,382111,37849,4610,24.00,C4

C5C4E3E6C6F4G3E2D2F6D3C2B3A2D6G4C1B6C3B2F5H2G5F3C7B5
4,0.04,53400,1186666.67,1127,43,0,155.00,D1
4,0.04,34749,965250.00,884,82,0,-125.00,D7
6,1.14,1314246,1150828.37,37059,3359,32,169.00,D1
6,0.85,761263,896658.42,26415,4152,27,-129.00,E1
8,22.84,25872804,1132635.99,840541,92495,22294,178.00,D1
8,15.02,13082478,870887.90,540017,93275,9390,-143.00,E1

D6C4C3C6C5B4C7B7A7C2B6D7F3B8A3B5D3A5C8E2D1F6F5F4D8F2
4,0.01,11763,1176300.00,517,27,0,104.00,C1
4,0.01,7383,1054714.29,331,10,0,-50.00,B3
6,0.16,175618,1104515.72,9178,1189,5,108.00,C1
6,0.14,128739,939700.73,6575,590,0,-63.00,F1
8,2.38,2757004,1160843.79,153782,23312,700,118.00,A8
8,0.95,919425,964769.15,50506,4731,99,-87.00,E6

C5C6F4F3E3C4F2G1D2G4B5F6F1G2E6F7G3A5H2H1G7G6G5D3D6H3
4,0.03,30148,1039586.21,931,85,0,-91.00,B6
4,0.05,46548,969750.00,1411,97,0,138.00,E1
6,0.70,689251,983239.66,28119,3319,19,-111.00,B6
6,1.10,1109391,1005794.20,44847,4329,78,160.00,E1
8,13.27,12774014,962913.76,565962,69898,10145,-128.00,A6
8,23.63,24840028,1051073.84,1070393,167209,36865,176.00,E1

E3D3C6D6C2F2E2F6E6F3F5D1F7D7C3B3C8G5B1D2C4D8H4G8G6B8
4,0.03,28435,1053148.15,899,42,0,40.00,A3
4,0.04,37954,1025783.78,1055,69,0,13.00,H6
6,0.63,616724,986758.40,25586,2481,23,38.00,C5
6,0.58,604210,1032837.61,21318,2027,14,14.00,B5
8,10.69,10289854,962478.16,484271,63762,7277,34.00,C5
8,10.82,11087920,1024951.01,458764,56658,6365,14.00,B5

D6C4C3C2B3C5B4A4F3C6A3E6E7A5E3G2F4B5G3F7A6E8D1F6F8G4
4,0.04,44110,1050238.10,1284,132,0,158.00,H1
4,0.02,24511,1065695.65,874,101,0,-107.00,G8
6,0.93,961203,1035779.09,36245,4511,45,151.00,D8
6,0.59,597346,1017625.21,21217,1695,16,-119.00,D3
8,17.70,18439388,1041714.48,781832,130853,19611,175.00,D8
8,9.99,9535962,954646.31,426625,42304,5607,-139.00,D2

C5E6F3C3D3E3F4G5B2B3A3F2G3H4F7A1C1D2C4B6D1B4F5E2E1B1F1D6C6C7A4F6G6G8A2G4
4,0.02,20061,1055842.11,839,39,0,2.00,A6
4,0.01,17829,1188600.00,532,35,0,32.00,E7
6,0.36,340249,953078.43,19243,1935,9,14.00,H6
6,0.18,186164,1040022.35,8584,777,4,13.00,G1
8,4.68,4547655,971721.15,305407,38506,2969,17.00,H6
8,2.13,2144563,1004949.86,125819,17862,467,8.00,B5

F4F5D6C5B6G3F6F3F2G4H2E6H5G6G5F1E2C6C7D7H6G2C8H4E3B8E7C3B2B5C4G7D8D1H1E8
4,0.01,13937,1072076.92,648,31,0,145.00,H8
4,0.01,13224,1202181.82,513,52,0,-73.00,B4
6,0.15,153093,1041448.98,8979,1306,2,151.00,H8
6,0.15,175541,1139876.62,9462,1731,2,-115.00,B4
8,1.59,1666505,1046799.62,110587,18680,379,186.00,H8
8,1.79,2124586,1184933.63,133368,26667,518,-170.00,B4

D6E6F7E7D7C7C5C3E3F6F5B6C4F8A7B4B2D8C6C2E8A1G8G4B8G7H7H8G5H4C1G6D3B7H5A6
4,0.01,5553,1110600.00,366,18,0,-65.00,A5
4,0.01,8469,1209857.14,501,27,0,109.00,A3
6,0.07,73386,1048371.43,6114,617,2,-58.00,A8
6,0.15,171503,1166687.07,11322,1273,6,102.00,B3
8,0.49,516614,1060809.03,50295,5066,62,-75.00,A8
8,1.44,1687550,1169473.32,140694,18600,575,109.00,H6

C5C6F4F5B7G3G6F6E6H7H2D7H6F3G5D3D2A8D6E7B6D1E8H3C7B4F2E3D8F1A7A6H4H5H8F7
4,0.00,3747,1873500.00,256,3,0,167.00,G7
4,0.00,1191,inf,67,3,0,-146.00,G4
6,0.03,42250,1320312.50,3373,225,1,213.00,G7
6,0.01,12261,1226100.00,875,62,0,-234.00,G8
8,0.38,491472,1296759.89,41541,4770,54,326.00,E1
8,0.09,103752,1152800.00,8932,739,2,-370.00,G4

E3D3C6D6C3F4E6C7D7E7G3B6D8F3A5C2F2C5C1G2F5G4B7C4F7F1B4A8B5B8H3E2A7G5E1B2
4,0.04,40888,1168228.57,1047,152,0,35.00,A1
4,0.02,23513,1068772.73,708,58,0,22.00,A3
6,0.59,671687,1146223.55,26833,4757,29,29.00,A1
6,0.35,369548,1058876.79,16406,2750,5,12.00,A3
8,8.36,9363903,1120084.09,477552,87712,7242,32.00,A1
8,4.61,4982128,1081660.44,280802,47664,2526,8.00,F6

F4F3C5F5G4H3H4C6E6D7H2D3C7F6C8G3D6D8C4H5E2B5A6B7G5H1E7B4A3A4A5H6E8F1F2G6G7E1A8A7G2H8D2B6G8C2
4,0.00,4658,1552666.67,275,18,0,11.00,F7
4,0.00,2097,2097000.00,148,1,0,69.00,E3
6,0.03,46403,1406151.52,3859,423,0,38.00,E3
6,0.01,8143,1628600.00,954,140,0,33.00,F8
8,0.11,156138,1432458.72,18869,2558,8,38.00,E3
8,0.01,21998,1571285.71,3600,747,2,-2.00,F8

C5C6E3F3F4B5F2G1E2F5G2F1B7C7G4D2G6G5A5H4E1D3H5B6D1E6D7C8F6G3H2E8D8F7H3A6A8C1A7D6E7H1C3H7G7A4
4,0.00,1880,1880000.00,189,14,0,-92.00,F8
4,0.00,1410,1410000.00,144,5,0,129.00,H6
6,0.01,11896,1321777.78,1643,337,0,-114.00,F8
6,0.01,8248,1374666.67,1246,104,0,134.00,H6
8,0.04,55683,1294953.49,10829,2272,1,-121.00,F8
8,0.03,46923,1380088.24,9752,1209,5,188.00,C2

C5E6F4B5E7F3F2F7D6C6E3E2G7G8F6D7B7G3G2C4D1H1A4E1D8H8C3B4G4E8H2H3H4C1D3B6C7A8H7F8G5F5A6G6H6A5
4,0.00,1128,inf,115,4,0,-450.00,B8
4,0.00,2038,2038000.00,203,12,0,466.00,C8
6,0.00,5611,1870333.33,880,77,0,-478.00,C8
6,0.01,13093,1454777.78,1628,179,0,456.00,H5
8,0.02,23480,1467500.00,4786,355,1,-510.00,C8
8,0.04,65649,1492022.73,10619,1397,6,520.00,H5

F4D3C3F3F2G4E3E2G2H2D1D2G3H4E1B3F1C2H1F6B4G1E6B2D6C7G6G7F5C5G8C6E7H6B8F7F8A5C4E8H7C1A4H5A2A3
4,0.00,4494,1498000.00,275,39,0,188.00,A6
4,0.00,1021,1021000.00,99,7,0,-109.00,H8
6,0.03,33596,1119866.67,3080,498,1,139.00,A6
6,0.01,7983,1330500.00,1034,148,0,-128.00,C8
8,0.19,232161,1209171.88,29723,5252,24,144.00,A1
8,0.04,44560,1036279.07,7603,1421,1,-132.00,G5

F4F3C5F5G2C4G5H6G3E6H5H2E3G6D6G1G7D2B4C7H7C6F2D3H4B6E2C2A7H3C1C3D7A6G4E1D1B1B2H8B8A5B7D8F6B5
4,0.00,5373,1343250.00,240,12,0,-161.00,F1
4,0.01,8890,1481666.67,392,29,0,191.00,A1
6,0.04,45418,1081380.95,3601,284,0,-141.00,F1
6,0.05,60508,1234857.14,5030,848,0,171.00,A1
8,0.26,323077,1228429.66,37888,5151,49,-132.00,F1
8,0.22,286602,1296841.63,39247,8157,54,161.00,A1

