探索深度,思考時間,探索ノード数,探索速度,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
8,0.02,40407,2244833.33,8493,1043,2,188.00,C2

C5E6F4B5E7F3F2F7D6C6E3E2G7G8F6D7B7G3G2C4D1H1A4E1D8H8C3B4G4E8H2H3H4C1D3B6C7A8H7F8G5F5A6G6H6A5
4,0.00,1042,inf,112,4,0,-450.00,B8
4,0.00,2106,2106000.00,207,12,0,466.00,C8
6,0.00,5621,2810500.00,879,77,0,-478.00,C8
6,0.01,14746,2457666.67,1776,231,0,456.00,H5
8,0.01,22743,2274300.00,4765,369,1,-510.00,C8
8,0.03,73586,2229878.79,11676,1503,5,520.00,H5

F4D3C3F3F2G4E3E2G2H2D1D2G3H4E1B3F1C2H1F6B4G1E6B2D6C7G6G7F5C5G8C6E7H6B8F7F8A5C4E8H7C1A4H5A2A3
4,0.00,6685,1671250.00,357,44,0,188.00,A6
4,0.00,1438,1438000.00,122,7,0,-109.00,H8
6,0.03,52062,1928222.22,4440,697,1,139.00,A6
6,0.00,9057,2264250.00,1149,122,0,-128.00,C8
8,0.15,297108,1967602.65,38761,7010,34,144.00,A1
8,0.02,45229,1966478.26,7642,1533,1,-132.00,G5

F4F3C5F5G2C4G5H6G3E6H5H2E3G6D6G1G7D2B4C7H7C6F2D3H4B6E2C2A7H3C1C3D7A6G4E1D1B1B2H8B8A5B7D8F6B5
4,0.00,6541,2180333.33,275,19,0,-161.00,F1
4,0.01,10762,2152400.00,441,39,0,191.00,A1
6,0.03,67909,1997323.53,4694,590,0,-141.00,F1
6,0.06,124181,2104762.71,8686,1747,1,171.00,A1
8,0.20,414189,2030338.24,45923,8073,70,-132.00,F1
8,0.25,535289,2141156.00,65896,15549,130,161.00,A1

