探索深度,思考時間,探索ノード数,探索速度,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
8,26.57,64699763,2435251.54,47042,7046,67,178.00,D1
8,10.39,27460328,2641940.35,36112,6550,51,-143.00,E1

D6C4C3C6C5B4C7B7A7C2B6D7F3B8A3B5D3A5C8E2D1F6F5F4D8F2
4,0.00,12048,3012000.00,11,0,0,104.00,C1
4,0.00,9718,3239333.33,8,0,0,-50.00,B3
6,0.10,243352,2508783.51,514,23,0,108.00,C1
6,0.15,403794,2639176.47,390,10,0,-63.00,F1
8,1.67,4040754,2421062.91,11757,1471,7,118.00,A8
8,0.36,991753,2770259.78,2913,188,0,-87.00,E6

C5C6F4F3E3C4F2G1D2G4B5F6F1G2E6F7G3A5H2H1G7G6G5D3D6H3
4,0.01,32680,2723333.33,12,0,0,-91.00,B6
4,0.02,49509,2605736.84,16,0,0,138.00,E1
6,0.32,804170,2505202.49,1032,83,0,-111.00,B6
6,0.55,1349093,2444009.06,1545,106,0,160.00,E1
8,6.31,15666192,2484331.11,28059,3878,24,-128.00,A6
8,12.29,29832304,2426376.90,50452,9939,90,176.00,E1

E3D3C6D6C2F2E2F6E6F3F5D1F7D7C3B3C8G5B1D2C4D8H4G8G6B8
4,0.01,27497,2749700.00,11,0,0,40.00,A3
4,0.01,37604,2686000.00,15,0,0,13.00,H6
6,0.27,681822,2553640.45,947,33,0,38.00,C5
6,0.26,668537,2532337.12,753,43,0,14.00,B5
8,6.02,15195124,2525785.24,31300,5056,28,34.00,C5
8,5.37,13481408,2511439.64,23242,2981,11,14.00,B5

D6C4C3C2B3C5B4A4F3C6A3E6E7A5E3G2F4B5G3F7A6E8D1F6F8G4
4,0.02,46745,2596944.44,17,0,0,158.00,H1
4,0.01,23674,2959250.00,12,0,0,-107.00,G8
6,0.39,970373,2462875.63,1083,125,0,151.00,D8
6,0.29,754237,2556735.59,746,36,0,-119.00,D3
8,7.25,17711250,2443268.04,30009,6924,26,175.00,D8
8,5.29,13386929,2533004.54,23373,2302,10,-139.00,D2

C5E6F3C3D3E3F4G5B2B3A3F2G3H4F7A1C1D2C4B6D1B4F5E2E1B1F1D6C6C7A4F6G6G8A2G4
4,0.01,20793,2970428.57,15,0,0,2.00,A6
4,0.01,19693,2813285.71,9,0,0,32.00,E7
6,0.14,371501,2579868.06,929,43,0,14.00,H6
6,0.10,243045,2531718.75,423,18,0,13.00,G1
8,1.77,4482914,2525585.35,18305,1979,9,17.00,H6
8,1.43,3615100,2536912.28,10655,1312,5,8.00,B5

F4F5D6C5B6G3F6F3F2G4H2E6H5G6G5F1E2C6C7D7H6G2C8H4E3B8E7C3B2B5C4G7D8D1H1E8
4,0.01,14910,2982000.00,12,0,0,145.00,H8
4,0.00,12144,3036000.00,14,0,0,-73.00,B4
6,0.07,181907,2636333.33,612,27,0,151.00,H8
6,0.06,151433,2610913.79,487,59,0,-115.00,B4
8,0.67,1759210,2621773.47,8124,1483,5,186.00,H8
8,0.71,1796403,2544480.17,7056,1648,1,-170.00,B4

D6E6F7E7D7C7C5C3E3F6F5B6C4F8A7B4B2D8C6C2E8A1G8G4B8G7H7H8G5H4C1G6D3B7H5A6
4,0.00,5013,5013000.00,10,0,0,-65.00,A5
4,0.00,6160,3080000.00,9,0,0,109.00,A3
6,0.01,44509,2967266.67,315,17,0,-58.00,A8
6,0.04,109432,2735800.00,429,15,0,102.00,B3
8,0.08,250188,2978428.57,3154,468,0,-75.00,A8
8,0.27,736146,2696505.49,5322,1008,1,109.00,H6

C5C6F4F5B7G3G6F6E6H7H2D7H6F3G5D3D2A8D6E7B6D1E8H3C7B4F2E3D8F1A7A6H4H5H8F7
4,0.00,3524,3524000.00,11,0,0,167.00,G7
4,0.00,987,inf,2,0,0,-146.00,G4
6,0.02,44721,2484500.00,270,3,0,213.00,G7
6,0.00,10445,3481666.67,56,3,0,-234.00,G8
8,0.19,468393,2478269.84,3360,312,1,326.00,E1
8,0.02,74241,3227869.57,725,23,0,-370.00,G4

E3D3C6D6C3F4E6C7D7E7G3B6D8F3A5C2F2C5C1G2F5G4B7C4F7F1B4A8B5B8H3E2A7G5E1B2
4,0.01,41233,2748866.67,13,0,0,35.00,A1
4,0.01,25335,2533500.00,11,0,0,22.00,A3
6,0.31,776421,2529058.63,924,145,1,29.00,A1
6,0.18,463059,2503021.62,660,67,0,12.00,A3
8,4.50,11215521,2494000.67,23245,5814,16,32.00,A1
8,2.01,5012834,2491468.19,14083,2794,4,8.00,F6

F4F3C5F5G4H3H4C6E6D7H2D3C7F6C8G3D6D8C4H5E2B5A6B7G5H1E7B4A3A4A5H6E8F1F2G6G7E1A8A7G2H8D2B6G8C2
4,0.00,4313,4313000.00,8,0,0,11.00,F7
4,0.00,1737,inf,5,0,0,69.00,E3
6,0.01,32495,2707916.67,239,20,0,38.00,E3
6,0.00,8655,4327500.00,123,1,0,33.00,F8
8,0.04,123324,2802818.18,2112,331,0,38.00,E3
8,0.01,27376,3422000.00,747,124,0,-2.00,F8

C5C6E3F3F4B5F2G1E2F5G2F1B7C7G4D2G6G5A5H4E1D3H5B6D1E6D7C8F6G3H2E8D8F7H3A6A8C1A7D6E7H1C3H7G7A4
4,0.00,1772,inf,6,0,0,-92.00,F8
4,0.00,1446,inf,7,0,0,129.00,H6
6,0.00,8707,2902333.33,133,25,0,-114.00,F8
6,0.00,8563,2854333.33,142,5,0,134.00,H6
8,0.01,36255,3021250.00,1108,254,0,-121.00,F8
8,0.01,42877,2858466.67,1607,179,0,188.00,C2

C5E6F4B5E7F3F2F7D6C6E3E2G7G8F6D7B7G3G2C4D1H1A4E1D8H8C3B4G4E8H2H3H4C1D3B6C7A8H7F8G5F5A6G6H6A5
4,0.00,1096,inf,4,0,0,-450.00,B8
4,0.00,2182,inf,11,0,0,466.00,C8
6,0.00,6631,3315500.00,113,4,0,-478.00,C8
6,0.01,16529,3305800.00,196,13,0,456.00,H5
8,0.01,24834,3547714.29,865,77,0,-510.00,C8
8,0.03,74879,2879961.54,1655,201,0,520.00,H5

F4D3C3F3F2G4E3E2G2H2D1D2G3H4E1B3F1C2H1F6B4G1E6B2D6C7G6G7F5C5G8C6E7H6B8F7F8A5C4E8H7C1A4H5A2A3
4,0.00,7076,3538000.00,10,0,0,188.00,A6
4,0.00,1485,inf,4,0,0,-109.00,H8
6,0.03,73199,2614250.00,322,35,0,139.00,A6
6,0.00,12140,3035000.00,118,7,0,-128.00,C8
8,0.25,622290,2499156.63,5887,1139,1,144.00,A1
8,0.02,66316,2763166.67,1318,196,1,-132.00,G5

F4F3C5F5G2C4G5H6G3E6H5H2E3G6D6G1G7D2B4C7H7C6F2D3H4B6E2C2A7H3C1C3D7A6G4E1D1B1B2H8B8A5B7D8F6B5
4,0.00,7202,3601000.00,6,0,0,-161.00,F1
4,0.00,11314,2828500.00,10,0,0,191.00,A1
6,0.03,82669,2666741.94,277,19,0,-141.00,F1
6,0.06,154120,2612203.39,448,42,0,171.00,A1
8,0.21,583837,2715520.93,4850,582,0,-132.00,F1
8,0.35,928080,2674582.13,8112,1720,0,161.00,A1

