探索深度,思考時間,探索ノード数,探索速度,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
E3F5G6F3F4D3
4,0.00,10270,2567500.00,10,0,0,3.00,C6
4,0.00,9326,3108666.67,8,0,0,24.00,F6
6,0.09,233776,2597511.11,449,14,0,9.00,F2
6,0.08,205740,2604303.80,289,12,0,20.00,G3
8,1.56,3868181,2484380.86,8519,702,2,15.00,F2
8,2.02,5079483,2515841.01,7837,521,2,20.00,G3

C5C4E3F4D3C2
4,0.00,6699,3349500.00,8,0,0,21.00,C3
4,0.00,7930,3965000.00,6,0,0,20.00,C6
6,0.06,160876,2553587.30,338,4,0,17.00,G4
6,0.04,91465,2613285.71,186,2,0,26.00,H4
8,1.36,3365869,2469456.35,7353,475,1,14.00,B4
8,1.48,3725580,2510498.65,7819,451,5,22.00,A4

F4F5E6D3E3F2
4,0.01,16083,2680500.00,11,0,0,27.00,C6
4,0.00,12528,3132000.00,8,0,0,-1.00,C5
6,0.15,378635,2507516.56,537,22,0,30.00,C6
6,0.12,287655,2479784.48,399,10,0,2.00,C5
8,3.49,8598295,2462283.79,14530,1434,3,33.00,C6
8,2.13,5311789,2491458.26,9673,612,2,-0.00,E7

F4F5G6G3C6C4
4,0.00,2292,inf,3,0,0,35.00,D3
4,0.00,6519,3259500.00,7,0,0,2.00,E3
6,0.02,39189,2449312.50,102,0,0,29.00,F3
6,0.06,157468,2499492.06,264,4,0,-1.00,E3
8,0.33,812500,2500000.00,2189,68,0,33.00,F3
8,1.30,3112384,2397830.51,6574,473,1,-0.00,E3

C5C6C7E6D6B8
4,0.00,6245,3122500.00,8,0,0,62.00,F6
4,0.00,4770,2385000.00,4,0,0,-18.00,C4
6,0.05,124514,2541102.04,305,7,0,61.00,F6
6,0.04,90577,2448027.03,191,1,0,-11.00,C4
8,0.87,2081205,2389443.17,6645,332,2,57.00,F3
8,0.90,2193524,2439959.96,6372,367,2,-18.00,C4

C5E6F3C4E7G2B3B4D3D6F5G5B6F4G4E2
4,0.02,51720,2586000.00,11,0,0,66.00,D1
4,0.02,57317,2605318.18,14,0,0,-31.00,F8
6,0.65,1634193,2502592.65,801,65,0,74.00,A4
6,0.64,1636700,2545412.13,1059,72,0,-40.00,E3
8,16.04,39371893,2455372.19,28773,3894,23,78.00,A4
8,13.20,33651097,2548553.24,32814,4401,42,-44.00,E3

F4D3C4B5D2D1C5D6B4F5E6A3E3G5A6F6
4,0.01,29798,2483166.67,16,0,0,20.00,C6
4,0.00,6692,3346000.00,4,0,0,22.00,A5
6,0.34,806418,2407217.91,922,21,0,20.00,C2
6,0.14,359939,2534781.69,424,24,0,23.00,A5
8,7.69,18622838,2422955.76,30984,3515,37,26.00,B6
8,2.25,5671056,2524958.15,9852,696,4,18.00,A5

D6C4F3F4C3C6B6C2B4D3F5B7B2B5B8A6
4,0.00,4245,4245000.00,5,0,0,-90.00,E3
4,0.01,16674,2779000.00,13,0,0,144.00,G6
6,0.04,106084,2791684.21,202,12,0,-97.00,C1
6,0.17,419678,2528180.72,458,13,0,144.00,A8
8,1.02,2744785,2698903.64,4687,519,0,-105.00,C1
8,6.08,15298341,2517002.47,12118,1620,4,154.00,B3

F4D3C6F5D2B7G6D1C2B2B1G5B3G4D6A2
4,0.00,5956,2978000.00,7,0,0,132.00,A8
4,0.00,9854,3284666.67,9,0,0,-105.00,C3
6,0.05,133878,2574576.92,323,12,0,145.00,A8
6,0.09,219046,2461191.01,371,24,0,-114.00,C4
8,0.95,2360763,2479793.07,5791,565,2,153.00,A8
8,1.79,4326017,2420826.52,9064,864,2,-119.00,C5

D6E6F5C6D3G5B7D2G6E3C2G7C5F4D1A8
4,0.01,22960,2551111.11,8,0,0,-11.00,H6
4,0.01,25236,2804000.00,10,0,0,45.00,G3
6,0.27,661436,2449762.96,580,23,0,6.00,H6
6,0.23,571188,2451450.64,670,99,0,32.00,H5
8,6.03,14459437,2399508.30,19503,2690,15,15.00,H6
8,4.46,10802052,2421984.75,20033,2714,18,24.00,C4

C5C4E3E6C6F4G3E2D2F6D3C2B3A2D6G4C1B6C3B2F5H2G5F3C7B5
4,0.02,58234,2531913.04,12,0,0,155.00,D1
4,0.02,43830,2739375.00,11,0,0,-125.00,D7
6,0.82,2054658,2496546.78,1096,37,0,169.00,D1
6,0.45,1212543,2724815.73,1003,128,1,-129.00,E1
