探索深度,思考時間,探索ノード数,探索速度,カット数,ハッシュ記録数,ハッシュヒット数,2ndハッシュ記録数,2ndハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
C4E3F5G6G5G4H5C6D3C3F3G3G2H1F7
E6D6C5F4E7B6B4D7C8A3D3C7F3E3E2D2C2F5G4G3F2D1H2B3C1H4C6G6A5E8C4G1F8A6H7G8C3B2B5H3H5B1A7A4E1G5F6F1A2H6
8,0.00,4540,inf,74,372,113,59,0,1784,-57.76,D8
8,0.00,6523,inf,97,682,284,114,0,3013,65.00,H1
10,0.00,8044,inf,536,39,2,17,0,3291,-54.00,D8
9,0.00,8043,inf,536,34,2,16,0,3303,54.00,H8
10,0.00,8044,inf,536,39,2,17,0,3291,-54.00,D8
9,0.00,8043,inf,536,34,2,16,0,3303,54.00,H8

F5F4F3G4E3F6C4B4E6D2C3B2E2E1D1D6F7G2H5F2C5G5C2B5A6G8A4A3C6D7D3B7H2H1B3H3H4A5B1H6C8A2F8E8F1G1B6G6G7E7
8,0.00,2462,inf,30,372,167,23,0,939,-22.70,A1
8,0.00,2092,inf,17,346,132,20,0,788,22.81,G3
10,0.00,3185,inf,91,57,2,11,0,2064,-22.00,A1
9,0.00,1812,inf,91,35,0,10,0,1084,22.00,G3
10,0.00,3185,inf,91,57,2,11,0,2064,-22.00,A1
9,0.00,1812,inf,91,35,0,10,0,1084,22.00,G3

D3E3F2C3C5B5F5G1D6C7B6B4B2D2E6A1E2F1E1F4G2G3C6B7C4F3G4F6H4C2A4A3C8D8G6E7B3A5H2G5A7D7D1A2H3F7H6H5G7A6
8,0.00,2960,inf,28,434,145,18,0,1196,-4.14,H1
8,0.00,4247,inf,80,621,303,36,0,1602,4.94,A8
10,0.00,5289,inf,860,65,7,24,0,2232,-4.00,H1
9,0.00,4877,inf,860,47,4,21,0,1924,4.00,A8
10,0.00,5289,inf,860,65,7,24,0,2232,-4.00,H1
9,0.00,4877,inf,860,47,4,21,0,1924,4.00,A8

F5F4D3C4E3F2C3B3G3E6C5F6E1C6C2G1F3G2D6D1F7F8G7E2A3A4C7F1G4B5A2H4A6B6B4D8B8E7D2H7C1G6D7A5B7G5B2E8H1C8
8,0.00,2667,inf,29,364,155,22,0,1087,-3.20,H8
8,0.00,3379,inf,90,468,304,29,0,1214,3.12,A8
10,0.00,3374,inf,414,67,7,12,0,1653,-4.00,H8
9,0.00,2624,inf,414,34,5,9,0,1085,4.00,G8
10,0.00,3374,inf,414,67,7,12,0,1653,-4.00,H8
9,0.00,2624,inf,414,34,5,9,0,1085,4.00,G8

F5D6C4D3C6B5C2B6D7D8B4G5G6B3H5F4C5D1C7E7A5H7A3H6E3D2G4A4F2H4G3F6F8A7E6G2A6E1A2C3C1B2F1B1F3F7H1G1G8A1
8,0.00,4357,inf,49,554,234,23,0,1539,11.66,E2
8,0.00,2232,inf,59,320,181,30,0,803,-9.69,E8
10,0.00,7602,inf,107,90,2,18,0,5215,10.00,E2
9,0.00,2231,inf,107,43,1,18,0,1318,-10.00,E8
10,0.00,7602,inf,107,90,2,18,0,5215,10.00,E2
9,0.00,2231,inf,107,43,1,18,0,1318,-10.00,E8

D3C3F5D6C4C5B5F4F6C6F3G3B4G2B6B3A3B2D7B7C7G5A4A5C2E7C8B1A6A8E2D1D8A7F8D2C1E6G4H5B8E3H3H2E1A2F7F1H4H6
8,0.00,4465,inf,106,564,319,31,0,1690,-25.66,H1
8,0.00,3338,inf,53,499,239,28,0,1195,27.41,A1
10,0.00,6291,inf,332,76,17,16,0,3920,-26.00,H1
9,0.00,3025,inf,258,42,1,17,0,1559,26.00,A1
10,0.00,6291,inf,332,76,17,16,0,3920,-26.00,H1
9,0.00,3025,inf,258,42,1,17,0,1559,26.00,A1

E6F4D3C6C5E7F6D6G4B4C7F3A3G5F5D7F2G3H3B8D8C8A8C3D2H4H5D1E8B6E1F1B7G6G2B2C2F8C1G1F7A1A5B3H1H6B5H2H7G7
8,0.00,5755,5755000.00,134,773,389,39,0,2246,17.75,G8
8,0.00,3161,inf,106,461,318,44,0,1134,-20.96,C4
10,0.00,6689,inf,399,107,19,18,0,4146,20.00,G8
9,0.00,2101,inf,227,33,7,8,0,1046,-20.00,C4
10,0.00,6689,inf,399,107,19,18,0,4146,20.00,G8
9,0.00,2101,inf,227,33,7,8,0,1046,-20.00,C4

F5F4C3E6D3B2D7D6C6E3F3C5B3G5B4C2G4F2C4A4H5D8C7G2C8F7E7E8F1E2H1H3A1B6F6B5D2G1H4E1A5A2G7H7B8B7D1A6B1C1
8,0.00,5665,5665000.00,71,495,385,20,0,2082,15.47,A3
8,0.00,2539,inf,58,374,298,29,0,867,-14.14,A8
10,0.00,14716,inf,1161,107,33,24,0,8276,12.00,A3
9,0.00,7381,inf,992,54,8,21,0,3330,-12.00,A8
10,0.00,14716,inf,1161,107,33,24,0,8276,12.00,A3
9,0.00,7381,inf,992,54,8,21,0,3330,-12.00,A8

F5F4F3D6C6B6C4G2D7E8D8C8B5F6B7C3G3G4H4A8C5G5E3A5B8B4H1F2H2A7H5G1E7G7B3C7E1H3C2G6E6F8D2H6A6C1F1B2H7F7
8,0.00,6457,6457000.00,96,671,246,26,0,2431,21.43,E2
8,0.00,2438,inf,35,378,130,28,0,992,-15.82,D3
10,0.00,8378,inf,458,92,4,15,0,5018,16.00,E2
9,0.00,2160,inf,361,22,1,8,0,737,-16.00,D3
10,0.00,8378,inf,458,92,4,15,0,5018,16.00,E2
9,0.00,2160,inf,361,22,1,8,0,737,-16.00,D3

C4C5E6C3B4E3C2F5C6B2D2D3F4B5A2F2A4B7G6G3D6C7E2B6G4A5A8D1E7G5B3G7A7F3A6C1H4H5H6D7E1H3G2A1H7F7E8B8C8F8
8,0.00,1870,inf,17,335,101,18,0,769,-12.09,A3
8,0.00,2609,inf,31,475,134,20,0,1073,15.10,H8
10,0.00,3627,inf,388,56,1,12,0,1821,-16.00,A3
9,0.00,2882,inf,388,35,1,12,0,1256,16.00,H8
10,0.00,3627,inf,388,55,1,12,0,1822,-16.00,A3
9,0.00,2882,inf,388,35,1,12,0,1256,16.00,H8

C4C5F6B3B4B5A2B2A5F4C3D3E3B6E2F2G2D6A6G7F3G3H4G1A3C2G5F1E6F5G4H5H3D2A4F7E7H6B7B8A1H2C7D8E8C6C8B1D7F8
8,0.00,5886,5886000.00,72,579,259,21,0,2049,30.40,H1
8,0.00,1432,inf,28,238,94,25,2,523,-28.85,G6
10,0.00,9743,inf,501,113,18,16,0,5773,32.00,G8
9,0.00,2170,inf,130,37,7,8,0,1125,-32.00,H8
10,0.00,9743,inf,501,113,18,16,0,5773,32.00,G8
9,0.00,2170,inf,130,37,7,8,0,1125,-32.00,H8

C4E3F2B4E6F4G5G4C3D6C5E2D2G6E7E1B2B6H6C6A5F6C1G1A6C7C8C2G2G7F3A4D3E8B3B1A2D1G3A7H5B8F5H3F8F1B5D8D7H4
8,0.00,3919,inf,38,455,376,23,0,1378,2.81,A8
8,0.00,1713,inf,28,289,166,21,0,592,-2.62,A3
10,0.00,7853,inf,829,93,15,28,0,3833,2.00,A8
9,0.00,2225,inf,190,34,0,13,0,1077,-2.00,A1
10,0.00,7853,inf,829,93,15,28,0,3833,2.00,A8
9,0.00,2225,inf,190,34,0,13,0,1077,-2.00,A1

D3E3F4C5D6E7D2F5G6E2F2H7D7C3C4C7B4G1F3C2F6E6E8F7D1A3C6G4G7E1B8G2B2D8C1G8G3B1H5H6H1F8A4H3F1G5H2B5A1B6
8,0.00,7544,7544000.00,92,909,267,52,0,2838,43.86,A2
8,0.00,3551,inf,62,500,102,47,0,1591,-44.60,A5
10,0.00,13526,inf,475,132,17,28,0,8697,44.00,A2
9,0.00,6202,inf,502,57,10,19,0,3239,-44.00,A5
10,0.00,13526,inf,475,133,17,28,0,8694,44.00,A2
9,0.00,6202,inf,502,57,10,18,0,3242,-44.00,A5

