探索深度,思考時間,探索ノード数,探索速度,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
E3F5G6F3F4D3
4,0.00,9980,3326666.67,410,14,0,3.00,C6
4,0.00,9127,4563500.00,340,9,0,24.00,F6
6,0.07,220559,3150842.86,10041,757,2,9.00,F2
6,0.06,193392,3119225.81,8139,580,1,20.00,G3
8,1.15,3544754,3077043.40,164009,14500,780,15.00,F2
8,1.49,4532886,3048342.97,186735,19601,1024,20.00,G3

C5C4E3F4D3C2
4,0.00,6644,3322000.00,309,3,0,21.00,C3
4,0.00,7794,3897000.00,291,6,0,20.00,C6
6,0.05,151411,3090020.41,7598,475,1,17.00,G4
6,0.03,87339,3119250.00,4085,149,0,26.00,H4
8,1.01,3082328,3048791.30,149898,12628,740,14.00,B4
8,1.11,3404472,3064331.23,156473,12382,714,22.00,A4

F4F5E6D3E3F2
4,0.00,15475,3868750.00,551,24,0,27.00,C6
4,0.00,12177,4059000.00,412,16,0,-1.00,C5
6,0.11,341972,3080828.83,13994,1303,2,30.00,C6
6,0.08,265622,3162166.67,10685,788,2,2.00,C5
8,2.54,7625921,2999968.92,332646,35381,3398,33.00,C6
8,1.54,4808225,3118174.45,212501,18564,1442,-0.00,E7

F4F5G6G3C6C4
4,0.00,2292,inf,113,0,0,35.00,D3
4,0.00,6447,3223500.00,266,4,0,2.00,E3
6,0.01,37854,2911846.15,1947,48,0,29.00,F3
6,0.05,146869,3124872.34,6412,457,0,-1.00,E3
8,0.24,755815,3162405.86,38463,2384,47,33.00,F3
8,0.92,2807072,3061147.22,131532,12661,520,-0.00,E3

C5C6C7E6D6B8
4,0.00,6165,6165000.00,281,3,0,62.00,F6
4,0.00,4770,4770000.00,193,1,0,-18.00,C4
6,0.04,116965,3161216.22,6365,334,0,61.00,F6
6,0.03,85216,3156148.15,4346,256,1,-11.00,C4
8,0.61,1903837,3136469.52,108111,8448,360,57.00,F3
8,0.66,2025941,3083624.05,111462,8759,379,-18.00,C4

C5E6F3C4E7G2B3B4D3D6F5G5B6F4G4E2
4,0.02,50115,2947941.18,916,68,0,66.00,D1
4,0.02,54356,3019777.78,1164,137,0,-31.00,F8
6,0.50,1465447,2936767.54,32333,4373,28,74.00,A4
6,0.46,1406853,3058376.09,40058,5906,60,-40.00,E3
8,11.54,34127468,2956807.14,886829,134947,24721,78.00,A4
8,9.14,28418583,3110615.48,914178,139526,26490,-44.00,E3

F4D3C4B5D2D1C5D6B4F5E6A3E3G5A6F6
4,0.01,29308,2930800.00,911,23,0,20.00,C6
4,0.00,6663,6663000.00,226,2,0,22.00,A5
6,0.24,733168,2992522.45,28211,2714,40,20.00,C2
6,0.10,331876,3160723.81,12877,1181,5,23.00,A5
8,5.46,16133292,2954274.31,682781,93368,14766,26.00,B6
8,1.55,5091966,3278793.30,222707,21437,1447,18.00,A5

D6C4F3F4C3C6B6C2B4D3F5B7B2B5B8A6
4,0.00,4157,4157000.00,195,12,0,-90.00,E3
4,0.01,16289,3257800.00,599,26,0,144.00,G6
6,0.03,97731,3490392.86,4269,386,0,-97.00,C1
6,0.13,378327,2978952.76,12320,1439,4,144.00,A8
8,0.69,2340885,3373033.14,98782,14311,306,-105.00,C1
8,4.04,11954621,2960530.21,331241,64955,3480,154.00,B3

F4D3C6F5D2B7G6D1C2B2B1G5B3G4D6A2
4,0.00,5780,5780000.00,287,13,0,132.00,A8
4,0.00,9459,3153000.00,353,26,0,-105.00,C3
6,0.04,120013,3243594.59,5846,629,3,145.00,A8
6,0.07,203446,3129938.46,8781,796,1,-114.00,C4
8,0.66,2081346,3134557.23,100560,11652,299,153.00,A8
8,1.27,3876272,3054587.86,176062,19656,990,-119.00,C5

D6E6F5C6D3G5B7D2G6E3C2G7C5F4D1A8
4,0.01,22378,3196857.14,573,20,0,-11.00,H6
4,0.01,23739,3391285.71,696,96,0,45.00,G3
6,0.20,588113,2925935.32,19433,2531,16,6.00,H6
6,0.17,524424,3031352.60,20343,2638,15,32.00,H5
8,4.20,12608895,3002832.82,479512,69241,7239,15.00,H6
8,3.10,9517361,3069126.41,420547,59779,5628,24.00,C4

C5C4E3E6C6F4G3E2D2F6D3C2B3A2D6G4C1B6C3B2F5H2G5F3C7B5
4,0.02,57341,3017947.37,1185,53,0,155.00,D1
4,0.01,40856,3714181.82,1000,100,1,-125.00,D7
6,0.61,1777033,2927566.72,46972,6253,70,169.00,D1
6,0.29,1010492,3437047.62,32998,5947,44,-129.00,E1
8,17.90,52101846,2910067.36,1473929,276525,70717,178.00,D1
8,6.47,22532030,3479850.19,861083,161205,24233,-143.00,E1

D6C4C3C6C5B4C7B7A7C2B6D7F3B8A3B5D3A5C8E2D1F6F5F4D8F2
4,0.00,11797,3932333.33,519,27,0,104.00,C1
4,0.00,9602,4801000.00,374,10,0,-50.00,B3
6,0.07,215519,2912418.92,11146,1416,7,108.00,C1
6,0.11,344032,3245584.91,12299,1491,3,-63.00,F1
8,1.16,3366063,2911819.20,191238,29897,1063,118.00,A8
8,0.26,890411,3451205.43,48907,4580,82,-87.00,E6

C5C6F4F3E3C4F2G1D2G4B5F6F1G2E6F7G3A5H2H1G7G6G5D3D6H3
4,0.01,31201,3120100.00,997,86,0,-91.00,B6
4,0.02,47789,2986812.50,1442,95,0,138.00,E1
6,0.23,731252,3165593.07,29005,3624,27,-111.00,B6
6,0.41,1200612,2900028.99,47976,6042,71,160.00,E1
8,4.27,13538928,3167741.69,570362,85609,10283,-128.00,A6
8,8.20,24491408,2986392.88,1043556,220868,35794,176.00,E1

E3D3C6D6C2F2E2F6E6F3F5D1F7D7C3B3C8G5B1D2C4D8H4G8G6B8
4,0.01,26838,3354750.00,918,38,0,40.00,A3
4,0.01,36337,3303363.64,1051,73,0,13.00,H6
6,0.19,601150,3163947.37,26000,3496,14,38.00,C5
6,0.19,606553,3126561.86,22577,2873,15,14.00,B5
8,4.00,12571673,3144490.50,608596,111933,11618,34.00,C5
8,3.79,11841015,3127579.24,487363,75935,7232,14.00,B5

D6C4C3C2B3C5B4A4F3C6A3E6E7A5E3G2F4B5G3F7A6E8D1F6F8G4
4,0.01,44019,3144214.29,1271,128,0,158.00,H1
4,0.01,22333,3190428.57,768,85,0,-107.00,G8
6,0.26,773149,3031956.86,29736,6254,30,151.00,D8
6,0.21,695958,3237013.95,25333,2231,17,-119.00,D3
8,4.78,14476416,3026639.35,642967,135423,13372,175.00,D8
8,3.67,11787622,3207516.19,533441,63825,8806,-139.00,D2

C5E6F3C3D3E3F4G5B2B3A3F2G3H4F7A1C1D2C4B6D1B4F5E2E1B1F1D6C6C7A4F6G6G8A2G4
4,0.01,19976,3329333.33,861,46,0,2.00,A6
4,0.01,19104,2729142.86,566,41,0,32.00,E7
6,0.11,335434,3021927.93,19601,1947,9,14.00,H6
6,0.07,219156,3176173.91,9794,1222,3,13.00,G1
8,1.23,3859641,3150727.35,259827,34764,2070,17.00,H6
8,0.94,3068866,3257819.53,171831,29164,948,8.00,B5

F4F5D6C5B6G3F6F3F2G4H2E6H5G6G5F1E2C6C7D7H6G2C8H4E3B8E7C3B2B5C4G7D8D1H1E8
4,0.00,14405,3601250.00,653,40,0,145.00,H8
4,0.00,11445,3815000.00,473,48,0,-73.00,B4
6,0.04,143414,3259409.09,8395,1505,6,151.00,H8
6,0.04,123204,3242210.53,6702,1566,0,-115.00,B4
8,0.45,1442052,3183337.75,94384,18262,253,186.00,H8
8,0.47,1459404,3105114.89,88404,21751,242,-170.00,B4

D6E6F7E7D7C7C5C3E3F6F5B6C4F8A7B4B2D8C6C2E8A1G8G4B8G7H7H8G5H4C1G6D3B7H5A6
4,0.00,4914,4914000.00,336,17,0,-65.00,A5
4,0.00,5997,5997000.00,394,15,0,109.00,A3
