探索深度,思考時間,探索ノード数,探索速度,カット数,ハッシュ記録数,ハッシュヒット数,2ndハッシュ記録数,2ndハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
C4E3F5G6G5G4H5C6D3C3F3G3G2H1F7
D3E3F2C5F6E2D6C2B4D7C7B6A5B7C3B3D2B5A7E1A3G1F1E6D1C6E7E8H1F5F3B2F4F7A2G7H7F8C4G5A6B8A4B1G8D8C8G2G6G3
8,0.00,1264,inf,15,335,28,11,0,466,35.30,A8
8,0.00,820,inf,7,227,15,6,0,321,-34.79,H6
10,0.00,1608,inf,4,687,41,32,0,540,38.55,A8
9,0.00,630,inf,202,241,10,9,0,3,-38.00,H6
10,0.00,1698,inf,605,726,42,47,0,22,38.00,A8
9,0.00,630,inf,202,241,10,9,0,3,-38.00,H6

F5F4E3D2C4F6G4D3G7F7F3G3E6C6E7B5G6E8D6F8B7C5A4A8B3H7G5H6C3H5G2A5D7B6E1C8E2C2H3F2G8B4F1G1B1H4D8H2B2A1
8,0.00,2213,inf,47,414,68,9,0,874,-17.89,H1
8,0.00,1116,inf,34,312,26,10,0,423,21.62,H8
10,0.00,2629,inf,29,1087,122,25,0,876,-21.62,H1
9,0.00,1680,inf,552,595,30,11,0,4,20.00,H8
10,0.00,3402,3402000.00,1109,1254,119,28,0,8,-20.00,H1
9,0.00,1680,inf,552,595,30,11,0,4,20.00,H8

F5F4C3D6G4B2D7D8C6E3F3G5E2E1D3G3H5E6G2B5B3C4B4A2C7B6E7A4A5C2B7H4A1E8A3A7C1G6D1G1H7A6B8B1C8A8C5F6F1D2
8,0.00,2310,inf,1,510,23,11,0,930,11.04,F2
8,0.00,832,inf,50,236,20,15,0,261,-12.21,H6
10,0.00,3449,3449000.00,46,1313,105,55,0,1239,10.71,F2
9,0.00,748,inf,251,265,14,16,0,6,-10.00,H6
10,0.00,4763,4763000.00,1711,1837,134,102,0,43,10.00,F2
9,0.00,748,inf,251,265,14,16,0,6,-10.00,H6

E6D6C5F4E7B6B4D7C8A3D3C7F3E3E2D2C2F5G4G3F2D1H2B3C1H4C6G6A5E8C4G1F8A6H7G8C3B2B5H3H5B1A7A4E1G5F6F1A2H6
8,0.00,1164,inf,60,190,20,36,0,399,-53.67,D8
8,0.00,1750,inf,14,289,34,43,0,617,56.31,H8
10,0.00,2423,inf,14,515,49,88,1,1016,-56.31,D8
9,0.00,3967,3967000.00,612,1035,216,221,0,170,54.00,H8
10,0.00,3968,3968000.00,612,1033,214,224,2,170,-54.00,D8
9,0.00,3967,inf,612,1032,216,224,0,170,54.00,H8

F5F4F3G4E3F6C4B4E6D2C3B2E2E1D1D6F7G2H5F2C5G5C2B5A6G8A4A3C6D7D3B7H2H1B3H3H4A5B1H6C8A2F8E8F1G1B6G6G7E7
8,0.00,1176,inf,4,299,31,17,0,455,-23.13,A1
8,0.00,1104,inf,2,322,16,14,0,461,23.92,G3
10,0.00,1376,inf,0,582,36,27,0,460,-21.90,A1
9,0.00,1295,inf,394,530,34,16,0,1,22.00,G3
10,0.00,1420,inf,446,590,37,23,0,8,-22.00,A1
9,0.00,1295,inf,394,530,34,16,0,1,22.00,G3

D3E3F2C3C5B5F5G1D6C7B6B4B2D2E6A1E2F1E1F4G2G3C6B7C4F3G4F6H4C2A4A3C8D8G6E7B3A5H2G5A7D7D1A2H3F7H6H5G7A6
8,0.00,1936,inf,44,403,87,17,0,729,-4.14,H1
8,0.00,2098,inf,22,572,107,15,0,855,4.94,A8
10,0.00,2634,inf,59,1057,137,38,0,829,-4.94,H1
9,0.00,2623,inf,879,1009,61,17,0,2,4.00,A8
10,0.00,2726,inf,920,1062,64,23,0,2,-4.00,H1
9,0.00,2623,inf,879,1009,61,17,0,2,4.00,A8

F5F4D3C4E3F2C3B3G3E6C5F6E1C6C2G1F3G2D6D1F7F8G7E2A3A4C7F1G4B5A2H4A6B6B4D8B8E7D2H7C1G6D7A5B7G5B2E8H1C8
8,0.00,1698,inf,39,380,51,13,0,672,-3.34,H8
8,0.00,1460,inf,35,370,65,18,0,542,3.20,G8
10,0.00,2686,2686000.00,29,968,195,70,0,892,-3.12,H8
9,0.00,1626,inf,471,588,68,65,0,10,4.00,G8
10,0.00,2401,inf,748,919,101,91,0,36,-4.00,H8
9,0.00,1626,inf,471,588,68,65,0,10,4.00,G8

F5D6C4D3C6B5C2B6D7D8B4G5G6B3H5F4C5D1C7E7A5H7A3H6E3D2G4A4F2H4G3F6F8A7E6G2A6E1A2C3C1B2F1B1F3F7H1G1G8A1
8,0.00,2302,inf,0,492,30,12,0,921,11.66,E2
8,0.00,1306,inf,1,396,22,14,0,508,-11.66,E8
10,0.00,2986,inf,4,1180,132,42,0,1042,9.69,E2
9,0.00,1739,inf,539,601,51,27,0,9,-10.00,E8
10,0.00,3521,3521000.00,1172,1316,133,41,0,11,10.00,E2
9,0.00,1739,inf,539,601,51,27,0,9,-10.00,E8

D3C3F5D6C4C5B5F4F6C6F3G3B4G2B6B3A3B2D7B7C7G5A4A5C2E7C8B1A6A8E2D1D8A7F8D2C1E6G4H5B8E3H3H2E1A2F7F1H4H6
8,0.00,2301,inf,39,497,70,15,0,931,-26.34,H1
8,0.00,1889,inf,43,524,124,20,0,697,27.41,A1
10,0.00,1937,inf,9,809,98,27,0,626,-26.99,F2
9,0.00,1618,inf,468,632,64,19,0,11,28.00,A1
10,0.00,3286,inf,1003,1315,165,41,0,13,-26.00,H1
9,0.00,2227,inf,648,870,92,36,0,9,26.00,A1

E6F4D3C6C5E7F6D6G4B4C7F3A3G5F5D7F2G3H3B8D8C8A8C3D2H4H5D1E8B6E1F1B7G6G2B2C2F8C1G1F7A1A5B3H1H6B5H2H7G7
8,0.00,3556,3556000.00,57,813,152,21,0,1442,19.43,G8
8,0.00,1798,inf,76,416,118,31,0,594,-15.93,C4
10,0.00,4582,4582000.00,63,1689,232,94,0,1631,20.96,G8
9,0.00,2126,inf,513,712,67,91,0,43,-20.00,C4
10,0.00,4498,4498000.00,1334,1762,125,179,0,116,20.00,G8
9,0.00,2126,inf,513,712,67,91,0,43,-20.00,C4

F5F4C3E6D3B2D7D6C6E3F3C5B3G5B4C2G4F2C4A4H5D8C7G2C8F7E7E8F1E2H1H3A1B6F6B5D2G1H4E1A5A2G7H7B8B7D1A6B1C1
8,0.00,2193,inf,33,448,124,7,0,831,13.34,A3
8,0.00,829,inf,21,302,56,19,0,252,-15.47,A8
10,0.00,2359,inf,121,978,226,45,0,637,14.14,A3
9,0.00,1113,inf,381,443,70,40,0,35,-12.00,A8
10,0.00,2314,inf,820,970,142,62,0,55,12.00,A3
9,0.00,1113,inf,381,443,70,40,0,35,-12.00,A8

F5F4F3D6C6B6C4G2D7E8D8C8B5F6B7C3G3G4H4A8C5G5E3A5B8B4H1F2H2A7H5G1E7G7B3C7E1H3C2G6E6F8D2H6A6C1F1B2H7F7
8,0.00,3687,3687000.00,33,571,50,16,0,1464,21.57,E2
8,0.00,1215,inf,32,265,26,14,0,467,-21.13,D3
10,0.00,5935,5935000.00,75,1879,200,76,0,2342,21.43,E2
9,0.00,1701,inf,540,569,47,53,0,2,-16.00,D3
10,0.00,7251,3625500.00,2423,2458,155,160,0,15,16.00,E2
9,0.00,1701,inf,540,569,47,53,0,2,-16.00,D3

C4C5E6C3B4E3C2F5C6B2D2D3F4B5A2F2A4B7G6G3D6C7E2B6G4A5A8D1E7G5B3G7A7F3A6C1H4H5H6D7E1H3G2A1H7F7E8B8C8F8
8,0.00,1700,inf,25,409,45,10,0,687,-11.50,A3
8,0.00,2099,inf,36,568,116,18,0,780,11.46,H1
10,0.00,2683,2683000.00,29,1059,89,56,2,908,-12.09,A3
9,0.00,2513,inf,815,927,61,56,0,30,16.00,H8
10,0.00,3898,3898000.00,1239,1454,94,88,0,40,-16.00,A3
9,0.00,2513,inf,815,927,61,56,0,30,16.00,H8

C4C5F6B3B4B5A2B2A5F4C3D3E3B6E2F2G2D6A6G7F3G3H4G1A3C2G5F1E6F5G4H5H3D2A4F7E7H6B7B8A1H2C7D8E8C6C8B1D7F8
8,0.00,2905,inf,13,531,69,10,0,1121,30.40,H1
8,0.00,708,inf,12,197,31,16,1,235,-27.36,G6
10,0.00,5505,2752500.00,32,1836,255,97,0,2109,32.71,G8
9,0.00,1887,inf,457,593,37,23,0,3,-32.00,H8
10,0.00,6659,6659000.00,1761,2195,190,110,0,36,32.00,G8
9,0.00,1887,inf,457,593,37,23,0,3,-32.00,H8

C4E3F2B4E6F4G5G4C3D6C5E2D2G6E7E1B2B6H6C6A5F6C1G1A6C7C8C2G2G7F3A4D3E8B3B1A2D1G3A7H5B8F5H3F8F1B5D8D7H4
8,0.00,1530,inf,5,370,120,13,0,543,2.81,A8
8,0.00,797,inf,58,238,62,14,0,216,-2.62,A3
10,0.00,2313,2313000.00,65,896,294,40,0,615,2.62,A8
9,0.00,876,inf,272,338,60,16,0,13,-2.00,A1
10,0.00,2106,inf,705,856,160,32,0,31,2.00,A8
9,0.00,876,inf,272,338,60,16,0,13,-2.00,A1

D3E3F4C5D6E7D2F5G6E2F2H7D7C3C4C7B4G1F3C2F6E6E8F7D1A3C6G4G7E1B8G2B2D8C1G8G3B1H5H6H1F8A4H3F1G5H2B5A1B6
8,0.00,4485,4485000.00,133,781,59,32,0,1582,43.34,A2
8,0.00,1011,inf,118,222,11,18,0,298,-42.80,B3
10,0.00,7938,3969000.00,60,2514,189,109,0,3198,44.30,A2
9,0.00,3097,inf,703,931,40,80,0,34,-44.00,A5
10,0.00,8700,8700000.00,2300,2839,161,173,0,59,44.00,A2
9,0.00,3097,inf,703,931,40,80,0,34,-44.00,A5

