探索深度,思考時間,探索ノード数,探索速度,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
8,14.74,15643181,1061490.19,653031,70212,13228,26.00,B6
8,5.15,5014322,973087.91,211271,16159,1346,18.00,A5

D6C4F3F4C3C6B6C2B4D3F5B7B2B5B8A6
4,0.00,4151,1037750.00,208,13,0,-90.00,E3
4,0.02,21978,1221000.00,670,29,0,144.00,G6
6,0.12,104804,888169.49,4745,343,0,-97.00,C1
6,0.36,387719,1065162.09,13551,1309,6,144.00,A8
8,2.62,2372274,905448.09,106666,11490,355,-105.00,C1
8,6.64,7494415,1127827.69,309955,34913,2928,154.00,B3

F4D3C6F5D2B7G6D1C2B2B1G5B3G4D6A2
4,0.01,7537,1076714.29,351,14,0,132.00,A8
4,0.01,7904,1129142.86,313,12,0,-105.00,C3
6,0.16,163252,1033240.51,7304,543,0,145.00,A8
6,0.16,169121,1077203.82,7482,508,0,-114.00,C4
8,2.93,2878271,983016.05,137977,11783,565,153.00,A8
8,3.16,3293997,1041744.78,146701,12304,663,-119.00,C5

D6E6F5C6D3G5B7D2G6E3C2G7C5F4D1A8
4,0.02,19614,1153764.71,525,16,0,-11.00,H6
4,0.02,17307,1081687.50,563,76,0,45.00,G3
6,0.47,505873,1064995.79,17412,1684,10,6.00,H6
6,0.32,326024,1012496.89,12877,1435,9,32.00,H5
8,11.16,11420272,1023230.18,434455,46394,5845,15.00,H6
8,5.83,5847627,1002851.48,247975,24685,1853,24.00,C4

C5C4E3E6C6F4G3E2D2F6D3C2B3A2D6G4C1B6C3B2F5H2G5F3C7B5
4,0.04,44745,1177500.00,979,44,0,155.00,D1
4,0.03,30748,904352.94,953,76,0,-125.00,D7
6,1.06,1165549,1097503.77,34329,2890,28,169.00,D1
6,0.79,676871,857884.66,27338,4130,27,-129.00,E1
8,19.84,21474418,1082216.30,773022,88053,18898,178.00,D1
8,15.52,13243459,853590.65,555658,91823,9916,-143.00,E1

D6C4C3C6C5B4C7B7A7C2B6D7F3B8A3B5D3A5C8E2D1F6F5F4D8F2
4,0.01,10341,1034100.00,455,24,0,104.00,C1
4,0.01,6663,951857.14,330,13,0,-50.00,B3
6,0.16,179276,1120475.00,9302,1227,4,108.00,C1
6,0.14,125442,929200.00,6672,706,1,-63.00,F1
8,2.15,2438027,1132385.97,143614,22897,594,118.00,A8
8,0.93,892674,958833.51,49023,4519,90,-87.00,E6

C5C6F4F3E3C4F2G1D2G4B5F6F1G2E6F7G3A5H2H1G7G6G5D3D6H3
4,0.03,31363,922441.18,948,67,0,-91.00,B6
4,0.04,46845,1041000.00,1319,108,0,138.00,E1
6,0.76,708580,938516.56,28642,3258,20,-111.00,B6
6,1.05,1042322,993633.94,41400,4405,71,160.00,E1
8,14.18,13244349,934147.91,591431,68995,10844,-128.00,A6
8,19.51,20237785,1037409.52,891561,137292,25517,176.00,E1

E3D3C6D6C2F2E2F6E6F3F5D1F7D7C3B3C8G5B1D2C4D8H4G8G6B8
4,0.04,31864,910400.00,949,45,0,40.00,A3
4,0.03,33799,1090290.32,995,56,0,13.00,H6
6,0.61,584653,963184.51,25447,2659,16,38.00,C5
6,0.55,544142,994775.14,20636,2034,13,14.00,B5
8,9.99,9525124,953752.28,482978,64475,7193,34.00,C5
8,9.99,9801253,981401.12,432487,50232,5682,14.00,B5

D6C4C3C2B3C5B4A4F3C6A3E6E7A5E3G2F4B5G3F7A6E8D1F6F8G4
4,0.05,51956,1018745.10,1399,111,0,158.00,H1
4,0.03,29381,918156.25,908,90,0,-107.00,G8
6,1.06,1038968,983871.21,38089,4963,49,151.00,D8
6,0.58,575485,985419.52,23015,1906,16,-119.00,D3
8,20.02,20460420,1021794.85,820904,118563,21400,175.00,D8
8,10.37,9828419,948139.98,459888,46100,6634,-139.00,D2

C5E6F3C3D3E3F4G5B2B3A3F2G3H4F7A1C1D2C4B6D1B4F5E2E1B1F1D6C6C7A4F6G6G8A2G4
4,0.02,18075,1004166.67,832,37,0,2.00,A6
4,0.01,14921,1065785.71,485,24,0,32.00,E7
6,0.34,319423,950663.69,18996,1938,12,14.00,H6
6,0.18,175232,995636.36,8576,814,4,13.00,G1
8,4.18,4046305,967784.02,296207,36521,2764,17.00,H6
8,2.02,1942525,963076.35,126091,17946,496,8.00,B5

F4F5D6C5B6G3F6F3F2G4H2E6H5G6G5F1E2C6C7D7H6G2C8H4E3B8E7C3B2B5C4G7D8D1H1E8
4,0.01,14411,1029357.14,666,32,0,145.00,H8
4,0.01,15935,1138214.29,548,60,0,-73.00,B4
6,0.14,148150,1021724.14,9104,1322,2,151.00,H8
6,0.15,165854,1098370.86,8870,1634,0,-115.00,B4
8,1.60,1634939,1024397.87,115865,18072,417,186.00,H8
8,1.90,1948828,1025698.95,123328,19911,440,-170.00,B4

D6E6F7E7D7C7C5C3E3F6F5B6C4F8A7B4B2D8C6C2E8A1G8G4B8G7H7H8G5H4C1G6D3B7H5A6
4,0.01,8150,1164285.71,423,19,0,-65.00,A5
4,0.01,13720,1247272.73,564,38,0,109.00,A3
6,0.10,99760,1050105.26,7083,696,3,-58.00,A8
6,0.16,186315,1143036.81,11239,1293,2,102.00,B3
8,0.70,757644,1079264.96,61879,5988,112,-75.00,A8
8,1.86,2133167,1147480.90,154084,18634,777,109.00,H6

C5C6F4F5B7G3G6F6E6H7H2D7H6F3G5D3D2A8D6E7B6D1E8H3C7B4F2E3D8F1A7A6H4H5H8F7
4,0.00,3858,1286000.00,258,3,0,167.00,G7
4,0.00,1148,inf,64,3,0,-146.00,G4
6,0.03,45252,1330941.18,3408,248,1,213.00,G7
6,0.01,13008,1084000.00,900,60,0,-234.00,G8
8,0.39,497384,1262395.94,41035,4872,54,326.00,E1
8,0.10,109300,1093000.00,10611,817,4,-370.00,G4

E3D3C6D6C3F4E6C7D7E7G3B6D8F3A5C2F2C5C1G2F5G4B7C4F7F1B4A8B5B8H3E2A7G5E1B2
4,0.03,37586,1212451.61,975,140,1,35.00,A1
4,0.02,18574,1160875.00,627,47,0,22.00,A3
6,0.57,637674,1126632.51,26270,4863,32,29.00,A1
6,0.31,327477,1059796.12,15031,2558,4,12.00,A3
8,7.25,7814471,1078006.76,434788,78600,5940,32.00,A1
8,3.93,4132805,1052139.77,257459,41305,2100,8.00,F6

F4F3C5F5G4H3H4C6E6D7H2D3C7F6C8G3D6D8C4H5E2B5A6B7G5H1E7B4A3A4A5H6E8F1F2G6G7E1A8A7G2H8D2B6G8C2
4,0.00,5579,1859666.67,301,21,0,11.00,F7
4,0.00,1921,1921000.00,141,0,0,69.00,E3
6,0.04,53598,1410473.68,4339,602,0,38.00,E3
6,0.01,9633,1376142.86,1102,150,0,33.00,F8
8,0.14,196823,1357400.00,24112,3721,15,38.00,E3
8,0.01,21145,1409666.67,3713,777,1,-2.00,F8

C5C6E3F3F4B5F2G1E2F5G2F1B7C7G4D2G6G5A5H4E1D3H5B6D1E6D7C8F6G3H2E8D8F7H3A6A8C1A7D6E7H1C3H7G7A4
4,0.00,2492,2492000.00,206,17,0,-92.00,F8
4,0.00,1484,1484000.00,143,6,0,129.00,H6
6,0.01,14870,1239166.67,1941,413,0,-114.00,F8
6,0.01,9376,1339428.57,1300,109,0,134.00,H6
8,0.05,62499,1275489.80,11603,2441,2,-121.00,F8
8,0.04,54072,1318829.27,10633,1332,3,188.00,C2

C5E6F4B5E7F3F2F7D6C6E3E2G7G8F6D7B7G3G2C4D1H1A4E1D8H8C3B4G4E8H2H3H4C1D3B6C7A8H7F8G5F5A6G6H6A5
4,0.00,1191,inf,117,4,0,-450.00,B8
4,0.00,1876,1876000.00,197,12,0,466.00,C8
6,0.00,5790,1447500.00,883,77,0,-478.00,C8
6,0.01,13294,1477111.11,1658,194,0,456.00,H5
8,0.02,24981,1387833.33,5048,362,1,-510.00,C8
8,0.04,58541,1463525.00,9950,1192,2,520.00,H5

F4D3C3F3F2G4E3E2G2H2D1D2G3H4E1B3F1C2H1F6B4G1E6B2D6C7G6G7F5C5G8C6E7H6B8F7F8A5C4E8H7C1A4H5A2A3
4,0.00,3088,1544000.00,246,33,0,188.00,A6
4,0.00,920,inf,98,7,0,-109.00,H8
6,0.02,20556,1209176.47,2238,374,0,139.00,A6
6,0.01,5986,1197200.00,809,157,0,-128.00,C8
8,0.12,137065,1181594.83,19997,3528,11,144.00,A1
8,0.04,47686,1163073.17,7993,1442,0,-132.00,G5

F4F3C5F5G2C4G5H6G3E6H5H2E3G6D6G1G7D2B4C7H7C6F2D3H4B6E2C2A7H3C1C3D7A6G4E1D1B1B2H8B8A5B7D8F6B5
4,0.00,4395,1098750.00,237,13,0,-161.00,F1
4,0.01,5944,1188800.00,345,20,0,191.00,A1
6,0.04,43326,1170972.97,3467,329,0,-141.00,F1
6,0.04,46797,1199923.08,4318,690,0,171.00,A1
8,0.25,300453,1211504.03,37804,5573,38,-132.00,F1
8,0.18,221816,1260318.18,32352,6088,33,161.00,A1

